DataID,Sensor/Actuator Name,Sensor/Actuator Type,Sensor Location,Date of Read,Sensor/Actuator Value
41178,temp2,temp2,Hydroponics farm,06/12/2020 13:45,26
41179,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,91
41180,temp1,temp1,Hydroponics farm,06/12/2020 13:45,37
41181,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,32
41182,temp2,temp2,Hydroponics farm,06/12/2020 13:45,23
41183,pump,pump,Hydroponics farm,06/12/2020 13:45,1
41184,heater,heater,Hydroponics farm,06/12/2020 13:45,1
41185,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,57
41186,temp1,temp1,Hydroponics farm,06/12/2020 13:45,35
41187,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,12
41188,temp2,temp2,Hydroponics farm,06/12/2020 13:45,20
41189,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,46
41190,temp1,temp1,Hydroponics farm,06/12/2020 13:45,40
41191,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,5
41192,ldr,ldr,Hydroponics farm,06/12/2020 13:45,859
41193,temp2,temp2,Hydroponics farm,06/12/2020 13:45,28
41194,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,76
41195,temp1,temp1,Hydroponics farm,06/12/2020 13:45,33
41196,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,13
41197,temp2,temp2,Hydroponics farm,06/12/2020 13:45,26
41198,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,68
41199,temp1,temp1,Hydroponics farm,06/12/2020 13:45,38
41200,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,30
41201,temp2,temp2,Hydroponics farm,06/12/2020 13:45,23
41202,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,97
41203,temp1,temp1,Hydroponics farm,06/12/2020 13:45,36
41204,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,15
41205,ldr,ldr,Hydroponics farm,06/12/2020 13:45,669
41206,temp2,temp2,Hydroponics farm,06/12/2020 13:45,23
41207,pump,pump,Hydroponics farm,06/12/2020 13:45,0
41208,heater,heater,Hydroponics farm,06/12/2020 13:45,0
41209,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,62
41210,temp1,temp1,Hydroponics farm,06/12/2020 13:45,36
41211,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,12
41212,temp2,temp2,Hydroponics farm,06/12/2020 13:45,22
41213,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,60
41214,temp1,temp1,Hydroponics farm,06/12/2020 13:45,38
41215,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,7
41216,temp2,temp2,Hydroponics farm,06/12/2020 13:45,25
41217,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,78
41218,temp1,temp1,Hydroponics farm,06/12/2020 13:45,38
41219,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,17
41220,ldr,ldr,Hydroponics farm,06/12/2020 13:45,635
41221,temp2,temp2,Hydroponics farm,06/12/2020 13:45,24
41222,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,88
41223,temp1,temp1,Hydroponics farm,06/12/2020 13:45,30
41224,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,33
41225,temp2,temp2,Hydroponics farm,06/12/2020 13:45,24
41226,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,42
41227,temp1,temp1,Hydroponics farm,06/12/2020 13:45,39
41228,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,54
41229,pump,pump,Hydroponics farm,06/12/2020 13:45,1
41230,heater,heater,Hydroponics farm,06/12/2020 13:45,0
41231,temp2,temp2,Hydroponics farm,06/12/2020 13:45,22
41232,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,71
41233,temp1,temp1,Hydroponics farm,06/12/2020 13:45,36
41234,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,42
41235,ldr,ldr,Hydroponics farm,06/12/2020 13:45,896
41236,temp2,temp2,Hydroponics farm,06/12/2020 13:45,24
41237,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,50
41238,temp1,temp1,Hydroponics farm,06/12/2020 13:45,32
41239,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,12
41240,temp2,temp2,Hydroponics farm,06/12/2020 13:45,20
41241,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,40
41242,temp1,temp1,Hydroponics farm,06/12/2020 13:45,32
41243,humidity1,humidity1,Hydroponics farm,06/12/2020 13:45,31
41244,temp2,temp2,Hydroponics farm,06/12/2020 13:45,25
41245,humidity2,humidity2,Hydroponics farm,06/12/2020 13:45,50
41246,temp1,temp1,Hydroponics farm,06/12/2020 13:45,33
41247,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,28
41248,ldr,ldr,Hydroponics farm,06/12/2020 13:46,135
41249,temp2,temp2,Hydroponics farm,06/12/2020 13:46,23
41250,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,98
41251,temp1,temp1,Hydroponics farm,06/12/2020 13:46,33
41252,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,15
41253,pump,pump,Hydroponics farm,06/12/2020 13:46,1
41254,heater,heater,Hydroponics farm,06/12/2020 13:46,1
41255,temp2,temp2,Hydroponics farm,06/12/2020 13:46,22
41256,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,44
41257,temp1,temp1,Hydroponics farm,06/12/2020 13:46,36
41258,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,53
41259,temp2,temp2,Hydroponics farm,06/12/2020 13:46,26
41260,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,100
41261,temp1,temp1,Hydroponics farm,06/12/2020 13:46,37
41262,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,56
41263,ldr,ldr,Hydroponics farm,06/12/2020 13:46,827
41264,temp2,temp2,Hydroponics farm,06/12/2020 13:46,23
41265,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,93
41266,temp1,temp1,Hydroponics farm,06/12/2020 13:46,40
41267,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,41
41268,temp2,temp2,Hydroponics farm,06/12/2020 13:46,27
41269,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,88
41270,temp1,temp1,Hydroponics farm,06/12/2020 13:46,37
41271,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,30
41272,temp2,temp2,Hydroponics farm,06/12/2020 13:46,24
41273,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,69
41274,temp1,temp1,Hydroponics farm,06/12/2020 13:46,31
41275,ldr,ldr,Hydroponics farm,06/12/2020 13:46,119
41276,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,45
41277,pump,pump,Hydroponics farm,06/12/2020 13:46,0
41278,heater,heater,Hydroponics farm,06/12/2020 13:46,0
41279,temp2,temp2,Hydroponics farm,06/12/2020 13:46,26
41280,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,49
41281,temp1,temp1,Hydroponics farm,06/12/2020 13:46,37
41282,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,48
41283,temp2,temp2,Hydroponics farm,06/12/2020 13:46,29
41284,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,57
41285,temp1,temp1,Hydroponics farm,06/12/2020 13:46,35
41286,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,25
41287,temp2,temp2,Hydroponics farm,06/12/2020 13:46,25
41288,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,68
41289,temp1,temp1,Hydroponics farm,06/12/2020 13:46,33
41290,ldr,ldr,Hydroponics farm,06/12/2020 13:46,297
41291,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,16
41292,temp2,temp2,Hydroponics farm,06/12/2020 13:46,30
41293,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,69
41294,temp1,temp1,Hydroponics farm,06/12/2020 13:46,34
41295,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,60
41296,temp2,temp2,Hydroponics farm,06/12/2020 13:46,22
41297,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,72
41298,temp1,temp1,Hydroponics farm,06/12/2020 13:46,31
41299,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,19
41300,pump,pump,Hydroponics farm,06/12/2020 13:46,0
41301,heater,heater,Hydroponics farm,06/12/2020 13:46,1
41302,temp2,temp2,Hydroponics farm,06/12/2020 13:46,29
41303,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,69
41304,temp1,temp1,Hydroponics farm,06/12/2020 13:46,31
41305,ldr,ldr,Hydroponics farm,06/12/2020 13:46,35
41306,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,31
41307,temp2,temp2,Hydroponics farm,06/12/2020 13:46,26
41308,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,85
41309,temp1,temp1,Hydroponics farm,06/12/2020 13:46,36
41310,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,9
41311,temp2,temp2,Hydroponics farm,06/12/2020 13:46,24
41312,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,84
41313,temp1,temp1,Hydroponics farm,06/12/2020 13:46,31
41314,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,54
41315,temp2,temp2,Hydroponics farm,06/12/2020 13:46,27
41316,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,61
41317,temp1,temp1,Hydroponics farm,06/12/2020 13:46,37
41318,ldr,ldr,Hydroponics farm,06/12/2020 13:46,912
41319,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,57
41320,temp2,temp2,Hydroponics farm,06/12/2020 13:46,25
41321,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,66
41322,temp1,temp1,Hydroponics farm,06/12/2020 13:46,39
41323,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,10
41324,pump,pump,Hydroponics farm,06/12/2020 13:46,1
41325,heater,heater,Hydroponics farm,06/12/2020 13:46,1
41326,temp2,temp2,Hydroponics farm,06/12/2020 13:46,25
41327,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,55
41328,temp1,temp1,Hydroponics farm,06/12/2020 13:46,36
41329,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,6
41330,temp2,temp2,Hydroponics farm,06/12/2020 13:46,29
41331,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,83
41332,temp1,temp1,Hydroponics farm,06/12/2020 13:46,38
41333,ldr,ldr,Hydroponics farm,06/12/2020 13:46,851
41334,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,37
41335,temp2,temp2,Hydroponics farm,06/12/2020 13:46,24
41336,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,84
41337,temp1,temp1,Hydroponics farm,06/12/2020 13:46,35
41338,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,9
41339,temp2,temp2,Hydroponics farm,06/12/2020 13:46,21
41340,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,68
41341,temp1,temp1,Hydroponics farm,06/12/2020 13:46,36
41342,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,60
41343,temp2,temp2,Hydroponics farm,06/12/2020 13:46,20
41344,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,65
41345,temp1,temp1,Hydroponics farm,06/12/2020 13:46,32
41346,ldr,ldr,Hydroponics farm,06/12/2020 13:46,88
41347,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,26
41348,pump,pump,Hydroponics farm,06/12/2020 13:46,1
41349,heater,heater,Hydroponics farm,06/12/2020 13:46,0
41350,temp2,temp2,Hydroponics farm,06/12/2020 13:46,26
41351,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,71
41352,temp1,temp1,Hydroponics farm,06/12/2020 13:46,35
41353,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,13
41354,temp2,temp2,Hydroponics farm,06/12/2020 13:46,28
41355,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,82
41356,temp1,temp1,Hydroponics farm,06/12/2020 13:46,36
41357,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,51
41358,temp2,temp2,Hydroponics farm,06/12/2020 13:46,24
41359,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,100
41360,temp1,temp1,Hydroponics farm,06/12/2020 13:46,36
41361,ldr,ldr,Hydroponics farm,06/12/2020 13:46,618
41362,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,24
41363,temp2,temp2,Hydroponics farm,06/12/2020 13:46,23
41364,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,75
41365,temp1,temp1,Hydroponics farm,06/12/2020 13:46,36
41366,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,56
41367,temp2,temp2,Hydroponics farm,06/12/2020 13:46,23
41368,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,81
41369,temp1,temp1,Hydroponics farm,06/12/2020 13:46,40
41370,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,55
41371,pump,pump,Hydroponics farm,06/12/2020 13:46,1
41372,heater,heater,Hydroponics farm,06/12/2020 13:46,1
41373,temp2,temp2,Hydroponics farm,06/12/2020 13:46,26
41374,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,86
41375,temp1,temp1,Hydroponics farm,06/12/2020 13:46,31
41376,ldr,ldr,Hydroponics farm,06/12/2020 13:46,234
41377,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,14
41378,temp2,temp2,Hydroponics farm,06/12/2020 13:46,27
41379,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,79
41380,temp1,temp1,Hydroponics farm,06/12/2020 13:46,37
41381,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,34
41382,temp2,temp2,Hydroponics farm,06/12/2020 13:46,30
41383,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,40
41384,temp1,temp1,Hydroponics farm,06/12/2020 13:46,38
41385,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,40
41386,temp2,temp2,Hydroponics farm,06/12/2020 13:46,29
41387,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,41
41388,temp1,temp1,Hydroponics farm,06/12/2020 13:46,31
41389,ldr,ldr,Hydroponics farm,06/12/2020 13:46,65
41390,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,30
41391,temp2,temp2,Hydroponics farm,06/12/2020 13:46,23
41392,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,56
41393,temp1,temp1,Hydroponics farm,06/12/2020 13:46,34
41394,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,30
41395,pump,pump,Hydroponics farm,06/12/2020 13:46,0
41396,heater,heater,Hydroponics farm,06/12/2020 13:46,0
41397,temp2,temp2,Hydroponics farm,06/12/2020 13:46,24
41398,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,47
41399,temp1,temp1,Hydroponics farm,06/12/2020 13:46,40
41400,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,20
41401,temp2,temp2,Hydroponics farm,06/12/2020 13:46,28
41402,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,90
41403,temp1,temp1,Hydroponics farm,06/12/2020 13:46,33
41404,ldr,ldr,Hydroponics farm,06/12/2020 13:46,264
41405,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,60
41406,temp2,temp2,Hydroponics farm,06/12/2020 13:46,26
41407,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,59
41408,temp1,temp1,Hydroponics farm,06/12/2020 13:46,37
41409,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,11
41410,temp2,temp2,Hydroponics farm,06/12/2020 13:46,20
41411,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,81
41412,temp1,temp1,Hydroponics farm,06/12/2020 13:46,36
41413,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,33
41414,temp2,temp2,Hydroponics farm,06/12/2020 13:46,28
41415,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,48
41416,temp1,temp1,Hydroponics farm,06/12/2020 13:46,32
41417,ldr,ldr,Hydroponics farm,06/12/2020 13:46,318
41418,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,12
41419,pump,pump,Hydroponics farm,06/12/2020 13:46,1
41420,heater,heater,Hydroponics farm,06/12/2020 13:46,0
41421,temp2,temp2,Hydroponics farm,06/12/2020 13:46,21
41422,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,55
41423,temp1,temp1,Hydroponics farm,06/12/2020 13:46,37
41424,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,58
41425,temp2,temp2,Hydroponics farm,06/12/2020 13:46,22
41426,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,69
41427,temp1,temp1,Hydroponics farm,06/12/2020 13:46,37
41428,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,32
41429,temp2,temp2,Hydroponics farm,06/12/2020 13:46,26
41430,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,41
41431,temp1,temp1,Hydroponics farm,06/12/2020 13:46,37
41432,ldr,ldr,Hydroponics farm,06/12/2020 13:46,610
41433,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,32
41434,temp2,temp2,Hydroponics farm,06/12/2020 13:46,26
41435,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,63
41436,temp1,temp1,Hydroponics farm,06/12/2020 13:46,32
41437,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,31
41438,temp2,temp2,Hydroponics farm,06/12/2020 13:46,27
41439,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,77
41440,temp1,temp1,Hydroponics farm,06/12/2020 13:46,35
41441,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,55
41442,pump,pump,Hydroponics farm,06/12/2020 13:46,1
41443,heater,heater,Hydroponics farm,06/12/2020 13:46,1
41444,temp2,temp2,Hydroponics farm,06/12/2020 13:46,23
41445,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,77
41446,temp1,temp1,Hydroponics farm,06/12/2020 13:46,35
41447,ldr,ldr,Hydroponics farm,06/12/2020 13:46,748
41448,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,5
41449,temp2,temp2,Hydroponics farm,06/12/2020 13:46,22
41450,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,52
41451,temp1,temp1,Hydroponics farm,06/12/2020 13:46,34
41452,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,36
41453,temp2,temp2,Hydroponics farm,06/12/2020 13:46,28
41454,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,78
41455,temp1,temp1,Hydroponics farm,06/12/2020 13:46,36
41456,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,45
41457,temp2,temp2,Hydroponics farm,06/12/2020 13:46,28
41458,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,70
41459,temp1,temp1,Hydroponics farm,06/12/2020 13:46,31
41460,ldr,ldr,Hydroponics farm,06/12/2020 13:46,399
41461,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,38
41462,temp2,temp2,Hydroponics farm,06/12/2020 13:46,24
41463,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,77
41464,temp1,temp1,Hydroponics farm,06/12/2020 13:46,30
41465,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,38
41466,pump,pump,Hydroponics farm,06/12/2020 13:46,0
41467,heater,heater,Hydroponics farm,06/12/2020 13:46,0
41468,temp2,temp2,Hydroponics farm,06/12/2020 13:46,27
41469,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,63
41470,temp1,temp1,Hydroponics farm,06/12/2020 13:46,35
41471,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,9
41472,temp2,temp2,Hydroponics farm,06/12/2020 13:46,30
41473,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,70
41474,temp1,temp1,Hydroponics farm,06/12/2020 13:46,37
41475,ldr,ldr,Hydroponics farm,06/12/2020 13:46,881
41476,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,14
41477,temp2,temp2,Hydroponics farm,06/12/2020 13:46,23
41478,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,95
41479,temp1,temp1,Hydroponics farm,06/12/2020 13:46,34
41480,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,42
41481,temp2,temp2,Hydroponics farm,06/12/2020 13:46,23
41482,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,84
41483,temp1,temp1,Hydroponics farm,06/12/2020 13:46,30
41484,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,33
41485,temp2,temp2,Hydroponics farm,06/12/2020 13:46,29
41486,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,82
41487,temp1,temp1,Hydroponics farm,06/12/2020 13:46,32
41488,ldr,ldr,Hydroponics farm,06/12/2020 13:46,213
41489,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,30
41490,pump,pump,Hydroponics farm,06/12/2020 13:46,1
41491,heater,heater,Hydroponics farm,06/12/2020 13:46,0
41492,temp2,temp2,Hydroponics farm,06/12/2020 13:46,23
41493,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,78
41494,temp1,temp1,Hydroponics farm,06/12/2020 13:46,31
41495,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,14
41496,temp2,temp2,Hydroponics farm,06/12/2020 13:46,26
41497,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,96
41498,temp1,temp1,Hydroponics farm,06/12/2020 13:46,30
41499,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,7
41500,temp2,temp2,Hydroponics farm,06/12/2020 13:46,29
41501,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,68
41502,temp1,temp1,Hydroponics farm,06/12/2020 13:46,32
41503,ldr,ldr,Hydroponics farm,06/12/2020 13:46,205
41504,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,30
41505,temp2,temp2,Hydroponics farm,06/12/2020 13:46,20
41506,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,55
41507,temp1,temp1,Hydroponics farm,06/12/2020 13:46,40
41508,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,8
41509,temp2,temp2,Hydroponics farm,06/12/2020 13:46,23
41510,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,47
41511,temp1,temp1,Hydroponics farm,06/12/2020 13:46,38
41512,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,39
41513,pump,pump,Hydroponics farm,06/12/2020 13:46,1
41514,heater,heater,Hydroponics farm,06/12/2020 13:46,0
41515,temp2,temp2,Hydroponics farm,06/12/2020 13:46,30
41516,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,47
41517,temp1,temp1,Hydroponics farm,06/12/2020 13:46,32
41518,ldr,ldr,Hydroponics farm,06/12/2020 13:46,238
41519,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,36
41520,temp2,temp2,Hydroponics farm,06/12/2020 13:46,22
41521,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,47
41522,temp1,temp1,Hydroponics farm,06/12/2020 13:46,37
41523,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,29
41524,temp2,temp2,Hydroponics farm,06/12/2020 13:46,24
41525,humidity2,humidity2,Hydroponics farm,06/12/2020 13:46,59
41526,temp1,temp1,Hydroponics farm,06/12/2020 13:46,30
41527,humidity1,humidity1,Hydroponics farm,06/12/2020 13:46,23
41528,temp2,temp2,Hydroponics farm,06/12/2020 13:46,23
41529,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,75
41530,temp1,temp1,Hydroponics farm,06/12/2020 13:47,39
41531,ldr,ldr,Hydroponics farm,06/12/2020 13:47,801
41532,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,48
41533,temp2,temp2,Hydroponics farm,06/12/2020 13:47,26
41534,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,46
41535,temp1,temp1,Hydroponics farm,06/12/2020 13:47,37
41536,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,49
41537,pump,pump,Hydroponics farm,06/12/2020 13:47,0
41538,heater,heater,Hydroponics farm,06/12/2020 13:47,0
41539,temp2,temp2,Hydroponics farm,06/12/2020 13:47,20
41540,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,52
41541,temp1,temp1,Hydroponics farm,06/12/2020 13:47,33
41542,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,50
41543,temp2,temp2,Hydroponics farm,06/12/2020 13:47,27
41544,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,70
41545,temp1,temp1,Hydroponics farm,06/12/2020 13:47,31
41546,ldr,ldr,Hydroponics farm,06/12/2020 13:47,161
41547,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,39
41548,temp2,temp2,Hydroponics farm,06/12/2020 13:47,20
41549,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,92
41550,temp1,temp1,Hydroponics farm,06/12/2020 13:47,40
41551,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,52
41552,temp2,temp2,Hydroponics farm,06/12/2020 13:47,29
41553,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,59
41554,temp1,temp1,Hydroponics farm,06/12/2020 13:47,38
41555,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,36
41556,temp2,temp2,Hydroponics farm,06/12/2020 13:47,27
41557,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,42
41558,temp1,temp1,Hydroponics farm,06/12/2020 13:47,31
41559,ldr,ldr,Hydroponics farm,06/12/2020 13:47,124
41560,pump,pump,Hydroponics farm,06/12/2020 13:47,1
41561,heater,heater,Hydroponics farm,06/12/2020 13:47,0
41562,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,39
41563,temp2,temp2,Hydroponics farm,06/12/2020 13:47,27
41564,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,82
41565,temp1,temp1,Hydroponics farm,06/12/2020 13:47,34
41566,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,29
41567,temp2,temp2,Hydroponics farm,06/12/2020 13:47,24
41568,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,50
41569,temp1,temp1,Hydroponics farm,06/12/2020 13:47,35
41570,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,33
41571,temp2,temp2,Hydroponics farm,06/12/2020 13:47,20
41572,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,92
41573,temp1,temp1,Hydroponics farm,06/12/2020 13:47,34
41574,ldr,ldr,Hydroponics farm,06/12/2020 13:47,356
41575,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,50
41576,temp2,temp2,Hydroponics farm,06/12/2020 13:47,27
41577,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,53
41578,temp1,temp1,Hydroponics farm,06/12/2020 13:47,31
41579,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,26
41580,temp2,temp2,Hydroponics farm,06/12/2020 13:47,25
41581,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,48
41582,temp1,temp1,Hydroponics farm,06/12/2020 13:47,31
41583,pump,pump,Hydroponics farm,06/12/2020 13:47,0
41584,heater,heater,Hydroponics farm,06/12/2020 13:47,1
41585,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,12
41586,temp2,temp2,Hydroponics farm,06/12/2020 13:47,22
41587,humidity2,humidity2,Hydroponics farm,06/12/2020 13:47,41
41588,temp1,temp1,Hydroponics farm,06/12/2020 13:47,33
41589,ldr,ldr,Hydroponics farm,06/12/2020 13:47,282
41590,humidity1,humidity1,Hydroponics farm,06/12/2020 13:47,60
41591,temp2,temp2,Hydroponics farm,06/12/2020 13:47,28
